epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,533.941,0.75197,1.01797,0.9081,0.97032,1,0.995,0.79103,0.7687,1.96144,0.87841,0.0009308,0.0009308,0.0009308
56,543.461,0.75741,0.95844,0.9205,0.98437,1,0.995,0.85432,0.75015,1.88851,0.87485,0.000911,0.000911,0.000911
57,552.441,0.63352,0.9208,0.88066,0.98437,1,0.995,0.85432,0.75015,1.88851,0.87485,0.0008912,0.0008912,0.0008912
58,561.875,0.67087,1.00148,0.85618,0.99666,1,0.995,0.86307,0.74804,1.76046,0.86383,0.0008714,0.0008714,0.0008714
59,571.222,0.63951,1.10936,0.8863,0.99666,1,0.995,0.86307,0.74804,1.76046,0.86383,0.0008516,0.0008516,0.0008516
60,580.319,0.77367,1.09185,0.91628,0.99573,1,0.995,0.86657,0.75072,1.54828,0.88533,0.0008318,0.0008318,0.0008318
61,589.5,0.75527,1.00355,0.90687,0.99573,1,0.995,0.86657,0.75072,1.54828,0.88533,0.000812,0.000812,0.000812
62,599.026,0.70332,0.98832,0.89311,0.99398,1,0.995,0.83266,0.73806,1.42653,0.88244,0.0007922,0.0007922,0.0007922
63,608.727,0.68327,0.88899,0.89958,0.99398,1,0.995,0.83266,0.73806,1.42653,0.88244,0.0007724,0.0007724,0.0007724
64,618.355,0.74173,0.91099,0.90207,0.99168,1,0.995,0.80802,0.71152,1.29861,0.86628,0.0007526,0.0007526,0.0007526
65,628.609,0.74653,0.97804,0.89328,0.99168,1,0.995,0.80802,0.71152,1.29861,0.86628,0.0007328,0.0007328,0.0007328
66,639.924,0.6626,0.90621,0.85907,0.99178,1,0.995,0.82153,0.70132,1.18139,0.86248,0.000713,0.000713,0.000713
67,653.768,0.73093,0.94888,0.87209,0.99178,1,0.995,0.82153,0.70132,1.18139,0.86248,0.0006932,0.0006932,0.0006932
68,667.287,0.81756,0.98461,0.90876,0.99356,1,0.995,0.81502,0.76584,1.10961,0.88513,0.0006734,0.0006734,0.0006734
69,680.287,0.77038,1.63689,0.87383,0.99356,1,0.995,0.81502,0.76584,1.10961,0.88513,0.0006536,0.0006536,0.0006536
70,691.466,0.72562,0.88276,0.87017,0.99411,1,0.995,0.7907,0.8551,1.07351,0.89949,0.0006338,0.0006338,0.0006338
71,701.181,0.71604,0.84457,0.8885,0.99411,1,0.995,0.7907,0.8551,1.07351,0.89949,0.000614,0.000614,0.000614
72,710.903,0.78856,1.05037,0.94271,0.99437,1,0.995,0.7836,0.85935,1.02966,0.89325,0.0005942,0.0005942,0.0005942
73,721.522,0.65576,0.89236,0.90304,0.99437,1,0.995,0.7836,0.85935,1.02966,0.89325,0.0005744,0.0005744,0.0005744
74,732.665,0.68357,0.76283,0.87958,0.99464,1,0.995,0.78061,0.80958,0.97161,0.88481,0.0005546,0.0005546,0.0005546
75,742.402,0.79951,0.95788,0.81449,0.99464,1,0.995,0.78061,0.80958,0.97161,0.88481,0.0005348,0.0005348,0.0005348
76,752.213,0.66836,0.77782,0.84933,0.99392,1,0.995,0.80096,0.76211,0.93784,0.88601,0.000515,0.000515,0.000515
77,761.209,0.59015,0.93624,0.84624,0.99392,1,0.995,0.80096,0.76211,0.93784,0.88601,0.0004952,0.0004952,0.0004952
78,771.68,0.68245,0.77911,0.86587,0.99393,1,0.995,0.80066,0.74298,0.9305,0.88423,0.0004754,0.0004754,0.0004754
79,781.261,0.62634,0.82918,0.83981,0.99393,1,0.995,0.80066,0.74298,0.9305,0.88423,0.0004556,0.0004556,0.0004556
80,790.521,0.62815,0.81716,0.86289,0.99433,1,0.995,0.81766,0.72555,0.91865,0.88281,0.0004358,0.0004358,0.0004358
81,799.697,0.64963,0.86326,0.83821,0.99433,1,0.995,0.81766,0.72555,0.91865,0.88281,0.000416,0.000416,0.000416
82,809.015,0.71306,0.88742,0.9102,0.99366,1,0.995,0.80966,0.73549,0.92337,0.88404,0.0003962,0.0003962,0.0003962
83,818.071,0.69262,0.81141,0.84839,0.99366,1,0.995,0.80966,0.73549,0.92337,0.88404,0.0003764,0.0003764,0.0003764
84,827.446,0.65894,0.79335,0.8364,0.99399,1,0.995,0.80147,0.79815,0.94669,0.89447,0.0003566,0.0003566,0.0003566
85,837.291,0.61527,0.76171,0.8178,0.99399,1,0.995,0.80147,0.79815,0.94669,0.89447,0.0003368,0.0003368,0.0003368
86,847.136,0.56071,0.84678,0.83861,0.99445,1,0.995,0.79297,0.86173,0.93684,0.89898,0.000317,0.000317,0.000317
87,856.538,0.60525,0.7939,0.84063,0.99445,1,0.995,0.79297,0.86173,0.93684,0.89898,0.0002972,0.0002972,0.0002972
88,866.726,0.60612,0.78943,0.8523,0.99496,1,0.995,0.77458,0.92306,0.90019,0.9062,0.0002774,0.0002774,0.0002774
89,877.886,0.60232,0.78662,0.81662,0.99496,1,0.995,0.77458,0.92306,0.90019,0.9062,0.0002576,0.0002576,0.0002576
90,888.663,0.6339,0.76198,0.88427,0.99531,1,0.995,0.77521,0.9422,0.86715,0.90934,0.0002378,0.0002378,0.0002378
91,898.919,0.7076,1.15747,0.93522,0.99531,1,0.995,0.77521,0.9422,0.86715,0.90934,0.000218,0.000218,0.000218
92,910.258,0.55824,1.12449,0.86105,0.99542,1,0.995,0.75215,0.96659,0.84773,0.91254,0.0001982,0.0001982,0.0001982
93,920.083,0.52368,0.93903,0.84791,0.99542,1,0.995,0.75215,0.96659,0.84773,0.91254,0.0001784,0.0001784,0.0001784
94,930.47,0.57746,1.04582,0.82902,0.99539,1,0.995,0.75753,0.96099,0.83677,0.91133,0.0001586,0.0001586,0.0001586
95,940.229,0.53774,1.07482,0.76253,0.99539,1,0.995,0.75753,0.96099,0.83677,0.91133,0.0001388,0.0001388,0.0001388
96,950.495,0.66852,1.26355,0.93548,0.99535,1,0.995,0.76449,0.93517,0.83149,0.90546,0.000119,0.000119,0.000119
97,959.544,0.6196,1.2857,0.90221,0.99535,1,0.995,0.76449,0.93517,0.83149,0.90546,9.92e-05,9.92e-05,9.92e-05
98,970.083,0.60333,1.04503,0.81291,0.9953,1,0.995,0.77125,0.90538,0.8231,0.89923,7.94e-05,7.94e-05,7.94e-05
99,980.984,0.61195,0.95567,0.83704,0.9953,1,0.995,0.77125,0.90538,0.8231,0.89923,5.96e-05,5.96e-05,5.96e-05
100,990.378,0.6082,1.03085,0.87272,0.99545,1,0.995,0.79031,0.88578,0.81424,0.8967,3.98e-05,3.98e-05,3.98e-05
