epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,269.303,0.85219,1.22936,0.92716,0.00333,1,0.01054,0.00778,0.7798,3.52124,0.857,0.000809625,0.000809625,0.000809625
27,278.799,0.98018,1.26266,1.03337,0.00333,1,0.10429,0.08574,0.76262,3.46011,0.85709,0.00083263,0.00083263,0.00083263
28,287.325,0.82231,1.2719,0.87998,0.00333,1,0.10429,0.08574,0.76262,3.46011,0.85709,0.000854975,0.000854975,0.000854975
29,295.881,0.96059,1.43525,0.90919,0.00333,1,0.20448,0.17292,0.78974,3.37514,0.84606,0.00087666,0.00087666,0.00087666
30,304.994,0.9746,1.16244,0.96369,0.00333,1,0.06679,0.05445,0.8526,3.30384,0.86318,0.000897685,0.000897685,0.000897685
31,313.626,0.98632,1.44088,0.91863,0.00333,1,0.06679,0.05445,0.8526,3.30384,0.86318,0.00091805,0.00091805,0.00091805
32,322.088,0.70926,1.3387,0.81844,0.00333,1,0.0751,0.06058,0.85871,3.24342,0.87445,0.000937755,0.000937755,0.000937755
33,330.659,0.89193,1.21312,0.90224,0.00333,1,0.08368,0.06998,0.75321,3.09132,0.88646,0.0009568,0.0009568,0.0009568
34,339.407,0.89589,1.18176,0.8965,0.00333,1,0.08368,0.06998,0.75321,3.09132,0.88646,0.000975185,0.000975185,0.000975185
35,349.487,0.90255,1.13365,0.962,0.00333,1,0.05636,0.04405,0.74493,3.09714,0.87531,0.00099291,0.00099291,0.00099291
36,358.192,0.77678,0.98816,0.89844,0.00333,1,0.05174,0.04117,0.76007,3.13494,0.88097,0.00100997,0.00100997,0.00100997
37,366.968,0.93159,1.33389,0.93134,0.00333,1,0.05174,0.04117,0.76007,3.13494,0.88097,0.00102638,0.00102638,0.00102638
38,376.035,0.81232,1.3767,0.88382,0.06461,0.42857,0.07958,0.06705,0.78621,2.9788,0.89128,0.00104212,0.00104212,0.00104212
39,385.085,0.7916,1.05692,0.91906,0.04234,0.57143,0.12619,0.10433,0.78998,2.88631,0.89689,0.00105721,0.00105721,0.00105721
40,393.611,0.8163,1.1721,0.9533,0.04234,0.57143,0.12619,0.10433,0.78998,2.88631,0.89689,0.00107164,0.00107164,0.00107164
41,402.676,0.84353,1.23447,0.9398,0.01064,0.71429,0.39442,0.33482,0.8052,2.89404,0.89839,0.0010854,0.0010854,0.0010854
42,411.61,0.90229,1.06666,0.95121,0.02068,0.71429,0.34306,0.30323,0.81206,2.87699,0.90302,0.00109851,0.00109851,0.00109851
43,420.37,0.79304,1.12397,0.87128,0.02068,0.71429,0.34306,0.30323,0.81206,2.87699,0.90302,0.00111095,0.00111095,0.00111095
44,429.09,0.88251,1.03315,0.92836,0.28537,0.42857,0.41796,0.35397,0.88484,2.83703,0.9518,0.00112273,0.00112273,0.00112273
45,438.397,0.73151,0.94076,0.90613,0.28537,0.42857,0.41796,0.35397,0.88484,2.83703,0.9518,0.00113386,0.00113386,0.00113386
46,447.057,0.82444,0.97079,0.89692,1,0.42255,0.50327,0.43377,0.81889,2.82357,0.94967,0.00114433,0.00114433,0.00114433
47,455.776,0.76395,1.14207,0.88336,1,0.42255,0.50327,0.43377,0.81889,2.82357,0.94967,0.00115413,0.00115413,0.00115413
48,465.58,0.81196,1.16591,0.93116,0.50422,0.42857,0.50606,0.42671,0.81496,2.79727,0.95297,0.00116328,0.00116328,0.00116328
49,475.125,0.78101,1.12591,0.89306,0.50422,0.42857,0.50606,0.42671,0.81496,2.79727,0.95297,0.00117176,0.00117176,0.00117176
50,484.077,0.92728,1.15139,0.94202,0.93196,0.42857,0.67517,0.54311,0.88026,2.59492,0.93326,0.00117958,0.00117958,0.00117958
51,493.574,0.85321,1.15368,0.92463,0.93196,0.42857,0.67517,0.54311,0.88026,2.59492,0.93326,0.001175,0.001175,0.001175
52,502.835,0.84474,0.97714,0.92898,1,0.48052,0.96673,0.77803,0.84882,2.39045,0.93772,0.0011585,0.0011585,0.0011585
53,512.989,0.80002,1.07698,0.85123,1,0.48052,0.96673,0.77803,0.84882,2.39045,0.93772,0.001142,0.001142,0.001142
54,522.068,0.79598,0.98915,0.90566,1,0.49064,0.995,0.78607,0.85717,2.19638,0.97999,0.0011255,0.0011255,0.0011255
55,530.599,0.76684,1.05497,0.927,1,0.49064,0.995,0.78607,0.85717,2.19638,0.97999,0.001109,0.001109,0.001109
56,539.667,0.8844,1.00156,0.97746,1,0.53441,0.995,0.782,0.87162,2.1545,0.99836,0.0010925,0.0010925,0.0010925
57,548.96,0.79999,1.10948,0.96702,1,0.53441,0.995,0.782,0.87162,2.1545,0.99836,0.001076,0.001076,0.001076
58,557.979,0.81161,1.03456,0.92424,1,0.66916,0.995,0.8007,0.84032,1.99767,0.96007,0.0010595,0.0010595,0.0010595
59,566.821,0.67617,1.08484,0.90864,1,0.66916,0.995,0.8007,0.84032,1.99767,0.96007,0.001043,0.001043,0.001043
60,577.063,0.80852,1.08543,0.94007,0.98737,1,0.995,0.79764,0.83358,1.72037,0.94699,0.0010265,0.0010265,0.0010265
61,586.602,0.88166,1.04656,0.94537,0.98737,1,0.995,0.79764,0.83358,1.72037,0.94699,0.00101,0.00101,0.00101
62,595.508,0.78627,0.98399,0.92501,0.9804,1,0.995,0.82412,0.78115,1.53454,0.93832,0.0009935,0.0009935,0.0009935
63,604.126,0.70888,0.91928,0.91084,0.9804,1,0.995,0.82412,0.78115,1.53454,0.93832,0.000977,0.000977,0.000977
64,613.743,0.7333,0.96823,0.9136,0.98144,1,0.995,0.8442,0.76754,1.45834,0.93479,0.0009605,0.0009605,0.0009605
65,622.43,0.80597,0.98348,0.92133,0.98144,1,0.995,0.8442,0.76754,1.45834,0.93479,0.000944,0.000944,0.000944
66,631.358,0.70362,0.935,0.89235,0.98276,1,0.995,0.84395,0.74577,1.37069,0.92637,0.0009275,0.0009275,0.0009275
67,640.079,0.74805,1.02316,0.89842,0.98276,1,0.995,0.84395,0.74577,1.37069,0.92637,0.000911,0.000911,0.000911
68,649.252,0.86542,1.05977,0.94951,0.99083,1,0.995,0.81287,0.74322,1.17165,0.92067,0.0008945,0.0008945,0.0008945
69,658.018,0.73882,1.50438,0.92226,0.99083,1,0.995,0.81287,0.74322,1.17165,0.92067,0.000878,0.000878,0.000878
70,667.22,0.80044,0.90966,0.9391,0.99418,1,0.995,0.80277,0.79423,1.10298,0.93853,0.0008615,0.0008615,0.0008615
71,675.917,0.77605,0.86759,0.94891,0.99418,1,0.995,0.80277,0.79423,1.10298,0.93853,0.000845,0.000845,0.000845
72,684.496,0.77953,1.00523,0.94664,0.99542,1,0.995,0.80228,0.82488,1.12963,0.94987,0.0008285,0.0008285,0.0008285
73,693.848,0.72313,0.99444,0.96943,0.99542,1,0.995,0.80228,0.82488,1.12963,0.94987,0.000812,0.000812,0.000812
74,704.368,0.69042,0.80015,0.91741,0.99734,1,0.995,0.78041,0.90002,1.10317,0.98118,0.0007955,0.0007955,0.0007955
75,713.456,0.80989,0.90131,0.85017,0.99734,1,0.995,0.78041,0.90002,1.10317,0.98118,0.000779,0.000779,0.000779
76,723.569,0.68486,0.79004,0.89505,0.99543,1,0.995,0.79032,0.84767,1.07262,0.97072,0.0007625,0.0007625,0.0007625
77,733.526,0.65894,1.03664,0.87307,0.99543,1,0.995,0.79032,0.84767,1.07262,0.97072,0.000746,0.000746,0.000746
78,744.48,0.67726,0.79696,0.87737,0.99446,1,0.995,0.78709,0.84128,1.0342,0.96965,0.0007295,0.0007295,0.0007295
79,753.387,0.62888,0.83688,0.86292,0.99446,1,0.995,0.78709,0.84128,1.0342,0.96965,0.000713,0.000713,0.000713
80,762.689,0.66163,0.8297,0.89787,0.99528,1,0.995,0.80391,0.78153,0.96234,0.94667,0.0006965,0.0006965,0.0006965
81,771.914,0.6409,0.79536,0.84196,0.99528,1,0.995,0.80391,0.78153,0.96234,0.94667,0.00068,0.00068,0.00068
82,780.78,0.68924,0.85104,0.94349,0.99507,1,0.995,0.81106,0.7853,0.91537,0.94243,0.0006635,0.0006635,0.0006635
83,789.478,0.61395,0.77918,0.86814,0.99507,1,0.995,0.81106,0.7853,0.91537,0.94243,0.000647,0.000647,0.000647
84,799.407,0.64369,0.73838,0.85312,0.99496,1,0.995,0.80143,0.79949,0.88951,0.9486,0.0006305,0.0006305,0.0006305
85,809.64,0.67968,0.74258,0.85182,0.99496,1,0.995,0.80143,0.79949,0.88951,0.9486,0.000614,0.000614,0.000614
86,819.899,0.65559,0.86825,0.88825,0.99525,1,0.995,0.82443,0.77347,0.87611,0.95295,0.0005975,0.0005975,0.0005975
87,828.992,0.68164,0.7863,0.88281,0.99525,1,0.995,0.82443,0.77347,0.87611,0.95295,0.000581,0.000581,0.000581
88,837.776,0.66384,0.849,0.88118,0.99539,1,0.995,0.81613,0.76547,0.83199,0.95635,0.0005645,0.0005645,0.0005645
89,846.833,0.64889,0.79433,0.8354,0.99539,1,0.995,0.81613,0.76547,0.83199,0.95635,0.000548,0.000548,0.000548
90,855.692,0.63703,0.79798,0.90334,0.99573,1,0.995,0.8188,0.75253,0.81705,0.94733,0.0005315,0.0005315,0.0005315
91,864.599,0.55135,0.72562,0.85074,0.99573,1,0.995,0.8188,0.75253,0.81705,0.94733,0.000515,0.000515,0.000515
92,874.369,0.5639,0.73686,0.86906,0.99584,1,0.995,0.82373,0.77494,0.7869,0.95018,0.0004985,0.0004985,0.0004985
93,883.408,0.54577,0.67576,0.84568,0.99584,1,0.995,0.82373,0.77494,0.7869,0.95018,0.000482,0.000482,0.000482
94,892.299,0.65592,1.00031,0.95021,0.99604,1,0.995,0.8069,0.80236,0.76577,0.94472,0.0004655,0.0004655,0.0004655
95,901.481,0.66511,0.8221,0.8476,0.99604,1,0.995,0.8069,0.80236,0.76577,0.94472,0.000449,0.000449,0.000449
96,910.173,0.52621,0.75751,0.81192,0.99604,1,0.995,0.81867,0.80747,0.75436,0.93982,0.0004325,0.0004325,0.0004325
97,919.039,0.63449,0.74031,0.85923,0.99604,1,0.995,0.81867,0.80747,0.75436,0.93982,0.000416,0.000416,0.000416
98,927.548,0.56504,0.67872,0.83454,0.9957,1,0.995,0.80699,0.80523,0.75908,0.93961,0.0003995,0.0003995,0.0003995
99,936.954,0.63567,0.72206,0.84696,0.9957,1,0.995,0.80699,0.80523,0.75908,0.93961,0.000383,0.000383,0.000383
100,946.129,0.54468,0.83623,0.89624,0.99582,1,0.995,0.81345,0.76612,0.74883,0.9275,0.0003665,0.0003665,0.0003665
101,954.741,0.56146,0.71135,0.83157,0.99582,1,0.995,0.81345,0.76612,0.74883,0.9275,0.00035,0.00035,0.00035
102,963.874,0.58187,0.66478,0.83484,0.99612,1,0.995,0.81699,0.73782,0.73116,0.92231,0.0003335,0.0003335,0.0003335
103,972.798,0.55605,0.69976,0.878,0.99612,1,0.995,0.81699,0.73782,0.73116,0.92231,0.000317,0.000317,0.000317
104,981.873,0.60165,0.71548,0.8485,0.99614,1,0.995,0.79994,0.73244,0.73305,0.91987,0.0003005,0.0003005,0.0003005
105,990.926,0.5784,0.87431,0.8164,0.99614,1,0.995,0.79994,0.73244,0.73305,0.91987,0.000284,0.000284,0.000284
106,1000.01,0.59562,0.79557,0.90384,0.99615,1,0.995,0.81082,0.72938,0.74963,0.91644,0.0002675,0.0002675,0.0002675
107,1008.8,0.55008,0.63604,0.80634,0.99615,1,0.995,0.81082,0.72938,0.74963,0.91644,0.000251,0.000251,0.000251
108,1017.41,0.59118,0.70116,0.88537,0.99607,1,0.995,0.8118,0.76209,0.7555,0.92636,0.0002345,0.0002345,0.0002345
109,1026.39,0.45652,0.71367,0.81848,0.99607,1,0.995,0.8118,0.76209,0.7555,0.92636,0.000218,0.000218,0.000218
110,1035.15,0.61381,0.78282,0.90665,0.99623,1,0.995,0.81289,0.76884,0.74355,0.93311,0.0002015,0.0002015,0.0002015
111,1043.81,0.5363,0.97363,0.80583,0.99623,1,0.995,0.81289,0.76884,0.74355,0.93311,0.000185,0.000185,0.000185
112,1053.02,0.46857,0.86043,0.83005,0.9965,1,0.995,0.80991,0.75643,0.74067,0.93326,0.0001685,0.0001685,0.0001685
113,1062.43,0.57139,0.97703,0.85902,0.9965,1,0.995,0.80991,0.75643,0.74067,0.93326,0.000152,0.000152,0.000152
114,1071.51,0.5826,0.99887,0.88933,0.99659,1,0.995,0.81082,0.74396,0.74356,0.92995,0.0001355,0.0001355,0.0001355
115,1081.07,0.57333,0.95729,0.8412,0.99659,1,0.995,0.81082,0.74396,0.74356,0.92995,0.000119,0.000119,0.000119
116,1090.97,0.53433,0.90147,0.88953,0.99678,1,0.995,0.82893,0.73587,0.74137,0.928,0.0001025,0.0001025,0.0001025
117,1100.34,0.54343,1.02707,0.91662,0.99678,1,0.995,0.82893,0.73587,0.74137,0.928,8.6e-05,8.6e-05,8.6e-05
118,1108.93,0.55555,0.99205,0.84489,0.99691,1,0.995,0.83597,0.72311,0.74043,0.92423,6.95e-05,6.95e-05,6.95e-05
119,1118.06,0.56699,0.9146,0.83925,0.99691,1,0.995,0.83597,0.72311,0.74043,0.92423,5.3e-05,5.3e-05,5.3e-05
120,1127.61,0.48574,0.91746,0.82712,0.99696,1,0.995,0.83334,0.71456,0.73209,0.92161,3.65e-05,3.65e-05,3.65e-05
